file,year,name,confidence,pattern_a,pattern_b,current_MAT,current_CD,current_CU,current_MOR,current_PRO,current_COM,current_ZS,current_ONT_H,current_ONT_S,current_PF,current_TRB,current_ENG,current_EPS,current_AES,proposed_MAT,proposed_CD,proposed_CU,proposed_MOR,proposed_PRO,proposed_COM,proposed_ZS,proposed_ONT_H,proposed_ONT_S,proposed_PF,proposed_TRB,proposed_ENG,proposed_EPS,proposed_AES,evidence_note
candidates.ts,1988,Dukakis,MEDIUM,N,N,2,1,4,1,5,4,2,4,5,4,2,4,0,1,,,,4,,,,,,,,,,,Same MOR-as-CD-content confusion. Dukakis ACLU progressivism is CULTURE (CD 1 captured) not narrow moral scope. MOR 1 means klan-tier in-group only — wrong for humanitarian liberal. MOR 4.
candidates.ts,1992,Clinton,LOW,N,N,3,2,4,3,3,5,1,4,4,4,3,5,0,3,,,,,,,,,,,,,,,Clinton 1992 New Democrat; ADR-010 ONT_S 4. Coding fits.
candidates.ts,1992,Bush,LOW,N,N,4,3,4,3,4,4,3,3,4,4,3,4,1,0,,,,,,,,,,,,,,,Mostly fine; CU 4 mild internationalism plausible.
candidates.ts,1992,Perot,LOW,N,N,4,3,2,3,3,2,4,3,2,1,2,4,0,1,,,,,,,,,,,,,,,Outsider Perot 1992; coding fits the businessman-populist profile.
candidates.ts,1996,Clinton,LOW,N,N,3,2,4,3,3,5,1,4,4,4,3,5,0,0,,,,,,,,,,,,,,,Triangulation Clinton 1996; ADR-010 ONT_S 4. Coding fits.
candidates.ts,1996,Dole,LOW,N,N,4,4,3,4,4,4,3,2,4,5,3,5,1,0,,,,,,,,,,,,,,,Senate-institutionalist Dole; coding fits.
candidates.ts,1996,Perot,LOW,N,N,4,3,2,3,3,2,4,3,2,1,2,3,0,1,,,,,,,,,,,,,,,Same as 1992 with lower ENG; coding fits.
candidates.ts,2000,Gore,LOW,N,N,2,2,4,3,4,4,2,4,4,4,3,5,0,1,,,,,,,,,,,,,,,Gore 2000; ADR-010 ONT_S 4. Coding fits.
candidates.ts,2000,Bush,LOW,N,N,4,3,3,4,3,4,2,3,4,4,3,3,3,2,,,,,,,,,,,,,,,Compassionate-conservatism Bush; coding fits.
candidates.ts,2000,Nader,ALREADY-FIXED,N,N,2,3,4,4,4,1,5,4,3,1,1,5,0,3,,,,,,,,,,,,,,,Matches 2026-04-26 Pattern A correction.
candidates.ts,2004,Kerry,LOW,N,N,2,2,4,4,4,4,2,4,4,5,3,5,0,0,,,,,,,,,,,,,,,Kerry 2004; ADR-010 ONT_S 4. Coding fits.
candidates.ts,2004,Bush,LOW,N,N,5,4,2,2,4,3,4,3,4,5,4,5,3,4,,,,,,,,,,,,,,,War-president Bush 2004; coding fits the us-vs-them stance.
candidates.ts,2008,Obama,LOW,N,N,2,2,4,3,4,4,1,5,4,3,2,5,0,5,,,,,,,,,,,,,,,Hope and change Obama; ADR-010 ONT_S 4. Coding fits.
candidates.ts,2008,McCain,LOW,N,N,4,3,3,3,4,4,3,3,4,3,3,5,1,3,,,,,,,,,,,,,,,Maverick McCain; coding fits.
candidates.ts,2012,Obama,MEDIUM,N,N,2,2,4,2,4,3,2,4,5,4,3,5,0,0,,,,4,,,,,,,,,,,Same MOR-as-CD issue: MOR 2 reads progressive cultural content (gay marriage) but Obama's actual moral scope (ACA expansion climate global) is wide. MOR 4.
candidates.ts,2012,Romney,LOW,N,N,5,3,3,4,4,3,3,3,4,4,3,4,0,1,,,,,,,,,,,,,,,Romney 2012; coding fits.
candidates.ts,2016,Trump,LOW,Y,N,4,5,1,3,1,1,5,2,2,3,5,5,3,4,,,,,,,,,,,,,,,Trump 2016 Pattern-B-aligned: CU 1 / MOR 3 — accurate practiced narrow scope. EPS 3 intuitionist matches rubric anchor.
candidates.ts,2016,H. Clinton,MEDIUM,N,N,2,2,4,2,4,4,2,4,5,5,3,5,0,0,,,,4,,,,,,,,,,,Same MOR-as-CD pattern. HRC's wide-moral-circle global engagement / immigration / human rights is MOR 4. MOR 2 reads CD content.
candidates.ts,2016,Johnson,MEDIUM,N,N,5,1,3,4,3,1,1,5,1,1,1,2,0,3,,,,,,,,1,,,,,,,Libertarian Gary Johnson. ONT_H 5 max-perfectibility for a libertarian who believes people are who they are is INVERTED per rubric (Libertarians/objectivists who believe people are who they are = ONT_H low). Should be 1-2.
candidates.ts,2020,Biden,LOW,N,N,2,2,4,4,5,5,2,4,5,4,2,4,1,2,,,,,,,,,,,,,,,Biden 2020; ADR-010 ONT_S 5. Coding fits.
candidates.ts,2020,Trump,LOW,Y,N,4,5,1,2,1,1,5,2,2,3,5,5,3,4,,,,,,,,,,,,,,,Trump 2020 Pattern-B-aligned: practiced narrow scope post-election norm-breaking PRO 1.
candidates.ts,2024,Trump,LOW,Y,N,4,5,1,2,2,2,4,2,2,4,5,5,3,4,,,,,,,,,,,,,,,Trump 2024; coding fits authoritarian-signaling third run.
candidates.ts,2024,Harris,LOW,N,N,2,2,4,4,4,4,2,4,4,5,3,5,1,1,,,,,,,,,,,,,,,Harris 2024; ADR-010 ONT_S 4. Coding fits.
